"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"7/26/2013","USPS","P.O.S.  PURCHASE  USPS 31489 USPP.O.S.  PURCHASE  USPS 31489 USPS 314896 LAS VEGAS NV","1.36","debit","Shipping","Student Checking","",""
"7/25/2013","DMV","P.O.S.  PURCHASE  NEVADA DMV 139P.O.S.  PURCHASE  NEVADA DMV 1399 AMERIC HENDERSON NV","182.00","debit","Auto & Transport","Student Checking","",""
"7/23/2013","Geico","24492156B1GDP3DFP GEICO 800-841-24492156B1GDP3DFP GEICO 800-841-3000 DC","85.22","debit","Auto Insurance","Student Checking","",""
"7/22/2013","Southwest Airlines","Southwes 5262145409480 800-435-9792 Tx","77.00","debit","Air Travel","Credit Card","",""
"7/22/2013","Southwest Airlines","Southwes 5262145409480 800-435-9792 Tx","77.00","debit","Air Travel","Credit Card","",""
"7/22/2013","Online Xfer Sburtononline","ONLINE XFER FROM DDA SBURTONONLINE XFER FROM DDA SBURTON            ID: 000001025","50.00","credit","Transfer","Student Checking","",""
"7/17/2013","Online Xfer Sburtononline","ONLINE XFER FROM DDA SBURTONONLINE XFER FROM DDA SBURTON            ID: 000006874","225.00","credit","Transfer","Student Checking","",""
"7/17/2013","Terrible H Terp","P.O.S.  PURCHASE  TERRIBLE H TERP.O.S.  PURCHASE  TERRIBLE H TERRIBLE HE LAS VEGAS NV","19.95","debit","Misc Expenses","Student Checking","",""
"7/17/2013","Interest Charge","INTEREST CHARGE","1.63","debit","Finance Charge","Line of Credit","",""
"7/15/2013","Transfer from Premier Line Plus","BURTON,CASSANDRA2222222222PERSNLBURTON,CASSANDRA2222222222PERSNLPYMTPPDCKF*******04PBURTON, CASSANDRA     REF # 013196002933329","100.00","credit","Transfer","Student Checking","",""
"7/15/2013","Transfer to Line of Credit","AUTOMATIC CL PMT FROM CHECKING","32.09","debit","Credit Card Payment","Student Checking","",""
"7/15/2013","Transfer from Student Checking","CREDIT LINE AUTOMATIC PAYMENT","32.09","credit","Credit Card Payment","Line of Credit","",""
"7/12/2013","Reversal Late Fee","Reversal Of Late Payment Fee","25.00","credit","Credit Card Payment","Credit Card","",""
"7/12/2013","Transfer from Checking","Mobile Payment Thank You","100.00","credit","Credit Card Payment","Premiere Line Plus","",""
"7/12/2013","Transfer to Student Checking","Od Protection Transfer To Acct 0644","100.00","debit","Transfer","Premiere Line Plus","",""
"7/12/2013","Reversal Late Fee","Reversal Of Late Payment Fee","25.00","credit","Credit Card Payment","Credit Card","",""
"7/12/2013","Interest Assessed","Interest Assessed","0.01","debit","Loan Fees and Charges","Joint Reserve Line","",""
"7/12/2013","Transfer to Line of Credit","AUTOMATIC CL PMT FROM CHECKING","8.90","debit","Credit Card Payment","Student Checking","",""
"7/12/2013","Line Late Fee","CREDIT LINE LATE FEE","20.00","debit","Late Fee","Line of Credit","",""
"7/12/2013","Transfer from Student Checking","CREDIT LINE AUTOMATIC PAYMENT","8.90","credit","Credit Card Payment","Line of Credit","",""
"7/11/2013","Enterprise Rent-A-Car","Enterprise Rent-a-car Dulles Va","21.20","debit","Rental Car & Taxi","Credit Card","",""
"7/11/2013","Minimum Interest Charge","Minimum Interest Charge Fee","2.00","debit","Finance Charge","Credit Card","",""
"7/11/2013","Enterprise Rent-A-Car","Enterprise Rent-a-car Dulles Va","21.20","debit","Rental Car & Taxi","Credit Card","",""
"7/11/2013","Minimum Interest Charge","Minimum Interest Charge Fee","2.00","debit","Finance Charge","Credit Card","",""
"7/11/2013","Transfer from Line of Credit","OVERDRAFT ADVANCE","43.01","credit","Transfer","Student Checking","",""
"7/11/2013","Check 244","CHECK 244","700.00","debit","Check","Student Checking","",""
"7/11/2013","Account Maintenance Fee","IMMEDIATE TRAN SERVICE FEE","3.00","debit","Bank Fee","Line of Credit","",""
"7/11/2013","Transfer to Student Checking","CL TRANSFER TO CHECKING","43.01","debit","Transfer","Line of Credit","",""
"7/09/2013","Tacos El Gordo","Tacos El Gordo #3 702-2518226 Nv","5.72","debit","Restaurants","Credit Card","",""
"7/09/2013","Tacos El Gordo","Tacos El Gordo #3 702-2518226 Nv","5.72","debit","Restaurants","Credit Card","",""
"7/09/2013","Transfer from Checking","BURTON,CASSANDRA2222222222PERSNLBURTON,CASSANDRA2222222222PERSNLPYMTPPDCKF*******04PBURTON, CASSANDRA     REF # 013190000539576","25.00","credit","Transfer","Student Checking","",""
"7/08/2013","Late Payment Fee","Late Fee - Payment Due On 07/07","25.00","debit","Late Fee","Credit Card","",""
"7/08/2013","Mobile Thank You","Mobile Payment Thank You","33.00","credit","Credit Card Payment","Credit Card","",""
"7/08/2013","Transfer from Checking","Mobile Payment Thank You","33.00","credit","Credit Card Payment","Credit Card","",""
"7/08/2013","Late Fee Due","Late Fee - Payment Due On 07/07","25.00","debit","Late Fee","Credit Card","",""
"7/05/2013","ABC Store","Abc Stores Las Vegas Nv","6.20","debit","Alcohol & Bars","Credit Card","",""
"7/05/2013","ABC Store","Abc Stores Las Vegas Nv","6.20","debit","Alcohol & Bars","Credit Card","",""
"7/05/2013","Online Xfer Burton","ONLINE XFER FROM DDA BURTON SONLINE XFER FROM DDA BURTON S           ID: 000006965","75.00","credit","Transfer","Student Checking","",""
"7/02/2013","Basin Las Vegas","Basin Las Vegas 2 Las Vegas Nv","11.47","debit","Alcohol & Bars","Credit Card","",""
"7/02/2013","Basin Las Vegas","Basin Las Vegas 2 Las Vegas Nv","11.47","debit","Uncategorized","Credit Card","",""
"7/01/2013","Cents Only","99-cents-only #147 Las Vegas Nv","9.73","debit","Groceries","Credit Card","",""
"7/01/2013","Wal-Mart","Wal-mart #2593 Las Vegas Nv","6.45","debit","Shopping","Credit Card","",""
"7/01/2013","Arby's","Arby's #1671 Henderson Nv","4.09","debit","Fast Food","Credit Card","",""
"7/01/2013","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","195.34","debit","Clothing","Credit Card","",""
"7/01/2013","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","195.34","debit","Business Services","Credit Card","",""
"7/01/2013","Wal-Mart","Wal-mart #2593 Las Vegas Nv","6.45","debit","Groceries","Credit Card","",""
"7/01/2013","Cents Only","99-cents-only #147 Las Vegas Nv","9.73","debit","Uncategorized","Credit Card","",""
"7/01/2013","Arby's","Arby's #1671 Henderson Nv","4.09","debit","Fast Food","Credit Card","",""
"6/28/2013","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","166.00","debit","Clothing","Credit Card","",""
"6/28/2013","Wal-Mart","Wal-mart #5269 Las Vegas Nv","10.84","debit","Groceries","Credit Card","",""
"6/28/2013","Fresh & Easy","Fresh & Easy #1012 Clark County Nv","23.75","debit","Groceries","Credit Card","",""
"6/28/2013","Amazon","Amazon Mktplace Pmts Amzn.com/bill Wa","13.68","debit","Shopping","Credit Card","",""
"6/28/2013","Amazon","Amazon Mktplace Pmts Amzn.com/bill Wa","9.70","debit","Shopping","Credit Card","",""
"6/28/2013","Amazon","Amazon Mktplace Pmts Amzn.com/bill Wa","5.99","debit","Shopping","Credit Card","",""
"6/28/2013","Amazon","Amazon Mktplace Pmts Amzn.com/bill Wa","4.00","debit","Shopping","Credit Card","",""
"6/28/2013","Amazon","Amazon Mktplace Pmts Amzn.com/bill Wa","4.00","debit","Shopping","Credit Card","",""
"6/28/2013","Paparazzi Llc Ut","Paparazzi Llc 855-697-2727 Ut","166.00","debit","Business Services","Credit Card","",""
"6/28/2013","Amazon","Amazon Mktplace Pmts Amzn.com/bill Wa","13.68","debit","Shopping","Credit Card","",""
"6/28/2013","Fresh & Easy","Fresh & Easy #1012 Clark County Nv","23.75","debit","Groceries","Credit Card","",""
"6/28/2013","Amazon","Amazon Mktplace Pmts Amzn.com/bill Wa","5.99","debit","Shopping","Credit Card","",""
"6/28/2013","Wal-Mart","Wal-mart #5269 Las Vegas Nv","10.84","debit","Groceries","Credit Card","",""
"6/28/2013","Amazon","Amazon Mktplace Pmts Amzn.com/bill Wa","9.70","debit","Shopping","Credit Card","",""
"6/28/2013","Blockbuster","24692165J00V5NZZ3 BLOCKBUSTER IN24692165J00V5NZZ3 BLOCKBUSTER INC#32048 LAS VEGAS NV","1.07","debit","Movies & DVDs","Student Checking","",""
"6/27/2013","Deseret Book","Deseret Book Co 49 Las Vegas Nv","44.59","debit","Books","Credit Card","",""
"6/27/2013","Deseret Book","Deseret Book Co 49 Las Vegas Nv","44.59","debit","Books","Credit Card","",""
"6/26/2013","G Ytlff R","24270745G8YTLFF9R FRESH GRILL &24270745G8YTLFF9R FRESH GRILL & BAR LAS VEGAS NV","7.00","debit","Restaurants","Student Checking","",""
"6/25/2013","Check 245","CHECK 245","21.83","debit","Check","Student Checking","",""
"6/25/2013","Check 219","CHECK 219","99.03","debit","Check","Student Checking","",""
"6/24/2013","Lobster Me","Lobster Me Las Vegas Nv","7.57","debit","Restaurants","Credit Card","",""
"6/24/2013","Lobster Me","Lobster Me Las Vegas Nv","7.57","debit","Fast Food","Credit Card","",""
"6/24/2013","Century Theaters","24761975EBM755LM8 CENTURY THEATR24761975EBM755LM8 CENTURY THEATRES 486 LAS VEGAS NV","4.00","debit","Movies & DVDs","Student Checking","",""
"6/21/2013","In-N-Out Burger","In-n-out Burger #165 Las Vegas Nv","6.38","debit","Fast Food","Credit Card","",""
"6/21/2013","In-N-Out Burger","In-n-out Burger #165 Las Vegas Nv","6.38","debit","Fast Food","Credit Card","",""
"6/19/2013","Panda Express","Panda Express #1964 Las Vegas Nv","7.77","debit","Fast Food","Credit Card","",""
"6/19/2013","Panda Express","Panda Express #1964 Las Vegas Nv","7.77","debit","Fast Food","Credit Card","",""
"6/18/2013","Wal-Mart","Wal-mart #2593 Las Vegas Nv","74.59","debit","Shopping","Credit Card","",""
"6/18/2013","Wal-Mart","Wal-mart #2593 Las Vegas Nv","74.59","debit","Groceries","Credit Card","",""
"6/18/2013","Check 220","CHECK 220","152.00","debit","Check","Student Checking","",""
"6/17/2013","Southwest Airlines","Southwes 5262137157196 800-435-9792 Tx","297.80","debit","Air Travel","Credit Card","",""
"6/17/2013","Cost Plus World Market","Worldmark At Anaheim Anaheim Ca","53.95","debit","Furnishings","Credit Card","",""
"6/17/2013","Cost Plus World Market","Worldmark At Anaheim Anaheim Ca","53.95","debit","Furnishings","Credit Card","",""
"6/17/2013","Southwest Airlines","Southwes 5262137157196 800-435-9792 Tx","297.80","debit","Air Travel","Credit Card","",""
"6/17/2013","Transfer from Checking","Mobile Banking Payment 000153354840644","10.03","credit","Credit Card Payment","Joint Reserve Line","",""
"6/17/2013","Fjg Zg Emporium","2421073564FJG4ZG9 EMPORIUM - DL2421073564FJG4ZG9 EMPORIUM - DL ANAHEIM CA","37.07","debit","Uncategorized","Student Checking","",""
"6/17/2013","Fjg Ytx Adventureland","2421073564FJG4YTX ADVENTURELAND2421073564FJG4YTX ADVENTURELAND BAZAA ANAHEIM CA","16.37","debit","Uncategorized","Student Checking","",""
"6/17/2013","Fjg Ze Clothiers","2421073564FJG4ZE0 CLOTHIERS-CHIN2421073564FJG4ZE0 CLOTHIERS-CHINA CLO ANAHEIM CA","18.96","debit","Uncategorized","Student Checking","",""
"6/17/2013","Interest Charge","INTEREST CHARGE","0.99","debit","Finance Charge","Line of Credit","",""
"6/17/2013","Interest Charge","INTEREST CHARGE","0.99","debit","Finance Charge","Line of Credit","",""
"6/14/2013","Southwest Airlines","Southwes 5262137063545 800-435-9792 Tx","97.80","debit","Air Travel","Credit Card","",""
"6/14/2013","Southwest Airlines","Southwes 5262137063545 800-435-9792 Tx","97.80","debit","Air Travel","Credit Card","",""
"6/13/2013","Max Merchandising LLC","Max Merchandising 9 New York Ny","15.00","debit","Business Services","Credit Card","",""
"6/13/2013","Max Merchandising","Max Merchandising 9 New York Ny","15.00","debit","Shopping","Credit Card","",""
"6/13/2013","Interest Assessed","Interest Assessed","0.02","debit","Loan Fees and Charges","Joint Reserve Line","",""
"6/13/2013","Transfer from Checking","BURTON,CASSANDRA2222222222PERSNLBURTON,CASSANDRA2222222222PERSNLPYMTPPDCKF*******04PBURTON, CASSANDRA     REF # 013164009050940","500.00","credit","Transfer","Student Checking","",""
"6/11/2013","Minimum Interest Charge","Minimum Interest Charge Fee","2.00","debit","Finance Charge","Credit Card","",""
"6/11/2013","Minimum Interest Charge","Minimum Interest Charge Fee","2.00","debit","Finance Charge","Credit Card","",""
"6/11/2013","Transfer to Line of Credit","AUTOMATIC CL PMT FROM CHECKING","21.11","debit","Credit Card Payment","Student Checking","",""
"6/11/2013","Online Xfer Burton","ONLINE XFER FROM DDA BURTON CARAONLINE XFER FROM DDA BURTON CARA        ID: 000005925","350.00","credit","Transfer","Student Checking","",""
"6/11/2013","Line Automatic","CREDIT LINE AUTOMATIC PAYMENT","21.11","credit","Credit Card Payment","Line of Credit","",""
"6/11/2013","Transfer from Student Checking","CREDIT LINE AUTOMATIC PAYMENT","21.11","credit","Credit Card Payment","Line of Credit","",""
"6/10/2013","Washington Metro","Wash Metrorail Washington Dc","3.50","credit","Public Transportation","Credit Card","",""
"6/10/2013","Washington Metro","Wash Metrorail Washington Dc","3.50","debit","Public Transportation","Credit Card","",""
"6/10/2013","Washington Metro","Wash Metrorail Washington Dc","3.50","credit","Public Transportation","Credit Card","",""
"6/10/2013","Transfer to Checking","Od Protection Transfer To Acct Ending In 0644","10.00","debit","Transfer","Joint Reserve Line","",""
"6/10/2013","Deposit","DEPOSIT","27.00","credit","Income","Student Checking","",""
"6/10/2013","Njqwlt Ibi Justfab","24906415001NJQWLT IBI*JUSTFAB.CO24906415001NJQWLT IBI*JUSTFAB.COM 866-3370906 CA","39.95","debit","Uncategorized","Student Checking","",""
"6/10/2013","Transfer from Line of Credit","OVERDRAFT ADVANCE","100.00","credit","Transfer","Student Checking","",""
"6/10/2013","Cl Transfer Checking","CL TRANSFER TO CHECKING","100.00","debit","Transfer","Line of Credit","",""
"6/10/2013","Account Maintenance Fee","IMMEDIATE TRAN SERVICE FEE","3.00","debit","Bank Fee","Line of Credit","",""
"6/10/2013","Account Maintenance Fee","IMMEDIATE TRAN SERVICE FEE","3.00","debit","Bank Fee","Line of Credit","",""
"6/10/2013","Transfer to Student Checking","CL TRANSFER TO CHECKING","100.00","debit","Transfer","Line of Credit","",""
"6/07/2013","Internet Thank You","Internet Payment Thank You","35.00","credit","Credit Card Payment","Credit Card","",""
"6/07/2013","Washington Metro","Wash Metrorail Washington Dc","3.50","debit","Public Transportation","Credit Card","",""
"6/07/2013","Exxon","Exxonmobil 47887252 Dulles Va","18.14","debit","Gas & Fuel","Credit Card","",""
"6/07/2013","Transfer from Checking","Internet Payment Thank You","35.00","credit","Credit Card Payment","Credit Card","",""
"6/07/2013","Washington Metro","Wash Metrorail Washington Dc","3.50","debit","Public Transportation","Credit Card","",""
"6/07/2013","Exxon","Exxonmobil 47887252 Dulles Va","18.14","debit","Gas & Fuel","Credit Card","",""
"6/06/2013","Enterprise Rent-A-Car","Enterprise Rent-a-car Dulles Va","100.70","debit","Rental Car & Taxi","Credit Card","",""
"6/06/2013","Enterprise Rent-A-Car","Enterprise Rent-a-car Dulles Va","100.70","debit","Rental Car & Taxi","Credit Card","",""
"5/30/2013","Publix","Publix #1396 Windermere Fl","19.45","debit","Groceries","Credit Card","",""
"5/30/2013","Publix","Publix #1396 Windermere Fl","19.45","debit","Groceries","Credit Card","",""
"5/29/2013","Cosmic Ray Starli","Cosmic Ray's Starli Lake Buena Vi Fl","10.64","debit","Restaurants","Credit Card","",""
"5/29/2013","Fotozines Coverstor","Fotozines/coverstor Lake Buena Vi Fl","31.90","debit","Restaurants","Credit Card","",""
"5/29/2013","Cosmic Ray Starli","Cosmic Ray's Starli Lake Buena Vi Fl","10.64","debit","Uncategorized","Credit Card","",""
"5/29/2013","Fotozines Coverstor","Fotozines/coverstor Lake Buena Vi Fl","31.90","debit","Uncategorized","Credit Card","",""
"5/28/2013","Special Events","Special Events Lake Buena Vi Fl","16.96","debit","Fast Food","Credit Card","",""
"5/28/2013","Special Events","Special Events Lake Buena Vi Fl","16.96","debit","Uncategorized","Credit Card","",""
"5/23/2013","Property Control","Property Control Lake Buena Vi Fl","18.18","debit","Music","Credit Card","",""
"5/23/2013","Property Control","Property Control Lake Buena Vi Fl","29.74","debit","Music","Credit Card","",""
"5/23/2013","Disney","Basin Downtown Disney Lake Buena Vi Fl","2.97","debit","Travel","Credit Card","",""
"5/23/2013","Property Control","Property Control Lake Buena Vi Fl","18.18","debit","Music","Credit Card","",""
"5/23/2013","Disney","Basin Downtown Disney Lake Buena Vi Fl","2.97","debit","Travel","Credit Card","",""
"5/23/2013","Property Control","Property Control Lake Buena Vi Fl","29.74","debit","Music","Credit Card","",""
"5/22/2013","Wetzel's Pretzels","Wetzel's Pretzels #k04 Lake Buena Vi Fl","8.66","debit","Restaurants","Credit Card","",""
"5/22/2013","Earl of Sandwich (orlando) LLC","Earl Of Sandwich Orl Orlando Fl","10.52","debit","Food & Dining","Credit Card","",""
"5/22/2013","Earl Sandwich Orl","Earl Of Sandwich Orl Orlando Fl","10.52","debit","Restaurants","Credit Card","",""
"5/22/2013","Wetzel Pretzels K","Wetzel's Pretzels #k04 Lake Buena Vi Fl","8.66","debit","Uncategorized","Credit Card","",""
"5/20/2013","Denny's","Denny's Inc Kissimmee Fl","20.00","debit","Restaurants","Credit Card","",""
